Filtering the log data using "subsystem == "com.apple.hid" OR (process == "kernel" AND composedMessage CONTAINS "Apple")"
Timestamp                       Thread     Type        Activity             PID    TTL
2026-03-30 01:33:14.376182-0600 0x14bec5d  Default     0x0                  0      0    kernel: (AppleSEPGenericTransfer) AppleSEPGenericTransfer::sendRawMessage: Message to SEP, request = 0xfc, command = 0x7c, 0: 0 = 0 + 0
2026-03-30 01:33:14.376225-0600 0xaa       Default     0x0                  0      0    kernel: (AppleSEPGenericTransfer) AppleSEPGenericTransfer::sepMessageHandler: Message from SEP, request = 0xfc, command = 0x7c, 0: 44 = 0 + 44
2026-03-30 01:33:14.376238-0600 0x14bec5d  Debug       0x0                  0      0    kernel: (AppleSEPGenericTransfer) AppleSEPGenericTransfer::transact: -> 0,
2026-03-30 01:33:14.376242-0600 0x14bec5d  Default     0x0                  0      0    kernel: (AppleSEPGenericTransfer) AppleSEPGenericTransfer::writeBytesToIOMD: outData:<private>, inBuffer:<private>, inLength:44, outOptBytesWritten:<private>
2026-03-30 01:33:14.376246-0600 0x14bec5d  Debug       0x0                  0      0    kernel: (AppleSEPGenericTransfer) AppleSEPGenericTransfer::writeBytesToIOMD: -> 0,
2026-03-30 01:33:14.376248-0600 0x14bec5d  Debug       0x0                  0      0    kernel: (AppleSEPGenericTransfer) AppleSEPGenericTransfer::transactToIOMD: -> 0,
2026-03-30 01:33:14.376258-0600 0x14bec5d  Debug       0x0                  0      0    kernel: (AppleBiometricServices) AppleBiometricServicesUserClient::extPerform -> err:0x0
2026-03-30 01:33:14.376267-0600 0x14bec5d  Debug       0x0                  0      0    kernel: (AppleBiometricServices) AppleBiometricServicesUserClient::externalMethod -> err:0x0
2026-03-30 01:33:14.376293-0600 0x14bec5d  Debug       0x0                  0      0    kernel: (AppleBiometricServices) AppleBiometricServicesUserClient::externalMethod <- selector:0, arguments:<private>, dispatch:0x0, target:0x0, reference:0x0
2026-03-30 01:33:14.376296-0600 0x14bec5d  Debug       0x0                  0      0    kernel: (AppleBiometricServices) AppleBiometricServicesUserClient::extPerform <- inObj:<private>, inRef:<private>, inArg:<private>
2026-03-30 01:33:14.376306-0600 0x14bec5d  Default     0x0                  0      0    kernel: (AppleBiometricServices) AppleBiometricServicesUserClient::extPerform: in md = <private> out md = <private>  out md size 83
2026-03-30 01:33:14.376308-0600 0x14bec5d  Debug       0x0                  0      0    kernel: (AppleBiometricServices) AppleBiometricServices::performCommand <- inData:<private>, outData:<private>, outSize:<private> --> _provider->performCommand
2026-03-30 01:33:14.376341-0600 0x14bec5d  Debug       0x0                  0      0    kernel: (AppleBiometricServices) AppleBiometricServicesUserClient::extPerform -> err:0x0
2026-03-30 01:33:14.376346-0600 0x14bec5d  Debug       0x0                  0      0    kernel: (AppleBiometricServices) AppleBiometricServicesUserClient::externalMethod -> err:0x0
2026-03-30 01:33:14.376825-0600 0x14be9b5  Debug       0x0                  0      0    kernel: (AppleBiometricServices) AppleBiometricServicesUserClient::externalMethod <- selector:0, arguments:<private>, dispatch:0x0, target:0x0, reference:0x0
2026-03-30 01:33:14.376830-0600 0x14be9b5  Debug       0x0                  0      0    kernel: (AppleBiometricServices) AppleBiometricServicesUserClient::extPerform <- inObj:<private>, inRef:<private>, inArg:<private>
2026-03-30 01:33:14.376837-0600 0x14be9b5  Default     0x0                  0      0    kernel: (AppleBiometricServices) AppleBiometricServicesUserClient::extPerform: in md = <private> out md = 0x0  out md size 0
2026-03-30 01:33:14.376838-0600 0x14be9b5  Debug       0x0                  0      0    kernel: (AppleBiometricServices) AppleBiometricServices::performCommand <- inData:<private>, outData:0x0, outSize:<private> --> _provider->performCommand
2026-03-30 01:33:14.376867-0600 0x14be9b5  Debug       0x0                  0      0    kernel: (AppleBiometricServices) AppleBiometricServicesUserClient::extPerform -> err:0x0
2026-03-30 01:33:14.376877-0600 0x14be9b5  Debug       0x0                  0      0    kernel: (AppleBiometricServices) AppleBiometricServicesUserClient::externalMethod -> err:0x0
